"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"10502232"	"1.75e-01"	"9.26e-04"	"-4.3557642"	"-0.41741"	"-0.33857204"	"Aimp1"	"aminoacyl tRNA synthetase complex-interacting multifunctional protein 1"
"10512892"	"1.75e-01"	"9.28e-04"	"-4.3546099"	"-0.41924"	"-0.59680678"	"Acnat1"	"acyl-coenzyme A amino acid N-acyltransferase 1"
"10342582"	"1.76e-01"	"9.33e-04"	"-4.3513208"	"-0.42446"	"-1.11960855"	""	""
"10389654"	"1.76e-01"	"9.42e-04"	"4.3461934"	"-0.4326"	"0.5362525"	"Epx"	"eosinophil peroxidase"
"10405189"	"1.78e-01"	"9.58e-04"	"4.3366985"	"-0.44767"	"1.07474354"	""	""
"10391755"	"1.80e-01"	"9.74e-04"	"-4.326826"	"-0.46336"	"-0.41603217"	"Ccdc43"	"coiled-coil domain containing 43"
"10445953"	"1.80e-01"	"9.80e-04"	"-4.3236098"	"-0.46848"	"-0.66030664"	"Adgre4"	"adhesion G protein-coupled receptor E4"
"10565190"	"1.80e-01"	"9.84e-04"	"4.3211858"	"-0.47233"	"0.43428459"	""	""
"10339775"	"1.80e-01"	"9.87e-04"	"-4.3195373"	"-0.47495"	"-0.5581312"	""	""
"10414271"	"1.80e-01"	"9.99e-04"	"-4.3126993"	"-0.48584"	"-0.3739468"	"Ptger2"	"prostaglandin E receptor 2 (subtype EP2)"
"10537849"	"1.80e-01"	"1.00e-03"	"-4.3123225"	"-0.48644"	"-0.51628746"	"Arhgef5"	"Rho guanine nucleotide exchange factor (GEF) 5"
"10351963"	"1.80e-01"	"1.00e-03"	"-4.3118409"	"-0.4872"	"-0.63705084"	"Olfr248"	"olfactory receptor 248"
"10476590"	"1.80e-01"	"1.02e-03"	"-4.303159"	"-0.50103"	"-0.86922196"	"Macrod2"	"MACRO domain containing 2"
"10599192"	"1.80e-01"	"1.02e-03"	"-4.3019891"	"-0.50289"	"-0.4056313"	"Lonrf3"	"LON peptidase N-terminal domain and ring finger 3"
"10435489"	"1.80e-01"	"1.02e-03"	"-4.3015599"	"-0.50358"	"-0.38737659"	"Ccdc58"	"coiled-coil domain containing 58"
"10468877"	"1.80e-01"	"1.03e-03"	"-4.2966618"	"-0.51138"	"-0.64396195"	""	""
"10420030"	"1.80e-01"	"1.03e-03"	"-4.2963703"	"-0.51185"	"-0.60347191"	"Psme2"	"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
"10381666"	"1.81e-01"	"1.04e-03"	"-4.288075"	"-0.52508"	"-0.41092796"	""	""
"10366572"	"1.81e-01"	"1.05e-03"	"-4.2870508"	"-0.52671"	"-0.57628426"	"Iltifb///Il22"	"interleukin 10-related T cell-derived inducible factor beta///interleukin 22"
"10536483"	"1.81e-01"	"1.05e-03"	"-4.2864954"	"-0.5276"	"-0.36571348"	"Tes"	"testis derived transcript"
"10340640"	"1.81e-01"	"1.05e-03"	"4.2824236"	"-0.5341"	"1.28973578"	""	""
"10516502"	"1.81e-01"	"1.07e-03"	"-4.2734134"	"-0.54848"	"-0.48799988"	"Hmgb4"	"high-mobility group box 4"
"10385511"	"1.81e-01"	"1.08e-03"	"-4.2685959"	"-0.55618"	"-0.53399655"	"Psme2b///Psme2"	"protease (prosome, macropain) activator subunit 2B///proteasome (prosome, macropain) activator subunit 2 (PA28 beta)"
"10436446"	"1.81e-01"	"1.09e-03"	"-4.2640904"	"-0.56338"	"-0.35586166"	"Gps1"	"G protein pathway suppressor 1"
"10519607"	"1.81e-01"	"1.09e-03"	"-4.2619042"	"-0.56687"	"-0.92188658"	"Tmem243"	"transmembrane protein 243, mitochondrial"
"10587733"	"1.81e-01"	"1.11e-03"	"-4.2550297"	"-0.57787"	"-0.46103105"	"Ctsh"	"cathepsin H"
"10588083"	"1.81e-01"	"1.11e-03"	"-4.2509033"	"-0.58447"	"-0.38012118"	"Faim"	"Fas apoptotic inhibitory molecule"
"10492291"	"1.81e-01"	"1.12e-03"	"-4.2496832"	"-0.58642"	"-0.77173082"	"Gm9696"	"arylacetamide deacetylase-like 2 pseudogene"
"10409966"	"1.81e-01"	"1.12e-03"	"-4.2494579"	"-0.58678"	"-0.58766653"	"Mir713"	"microRNA 713"
"10588669"	"1.81e-01"	"1.12e-03"	"-4.2486959"	"-0.588"	"-0.44347903"	"Rassf1"	"Ras association (RalGDS/AF-6) domain family member 1"
"10358124"	"1.81e-01"	"1.12e-03"	"-4.2482554"	"-0.58871"	"-0.38384493"	"Pkp1"	"plakophilin 1"
"10372001"	"1.81e-01"	"1.12e-03"	"-4.2472626"	"-0.5903"	"-0.51363687"	""	""
"10512747"	"1.81e-01"	"1.13e-03"	"-4.2429499"	"-0.5972"	"-0.49975362"	"Trmo"	"tRNA methyltransferase O"
"10475804"	"1.81e-01"	"1.14e-03"	"-4.2394062"	"-0.60288"	"-0.52680006"	"Gpat2"	"glycerol-3-phosphate acyltransferase 2, mitochondrial"
"10351347"	"1.81e-01"	"1.14e-03"	"-4.2374297"	"-0.60605"	"-0.37447541"	"Creg1"	"cellular repressor of E1A-stimulated genes 1"
"10607475"	"1.81e-01"	"1.14e-03"	"-4.235797"	"-0.60866"	"-0.61649073"	"Prdx4"	"peroxiredoxin 4"
"10471766"	"1.81e-01"	"1.15e-03"	"-4.23475"	"-0.61034"	"-0.36740102"	""	""
"10338579"	"1.81e-01"	"1.15e-03"	"-4.2335084"	"-0.61233"	"-0.69923207"	""	""
"10338612"	"1.81e-01"	"1.15e-03"	"-4.2326227"	"-0.61375"	"-0.75199154"	""	""
"10531126"	"1.81e-01"	"1.16e-03"	"-4.2297981"	"-0.61828"	"-0.5779165"	"Jchain"	"immunoglobulin joining chain"
"10431137"	"1.81e-01"	"1.17e-03"	"4.2258053"	"-0.62468"	"0.45017007"	""	""
"10397703"	"1.81e-01"	"1.17e-03"	"-4.222794"	"-0.62951"	"-0.58759575"	"3300002A11Rik"	"RIKEN cDNA 3300002A11 gene"
"10564522"	"1.81e-01"	"1.18e-03"	"4.2187131"	"-0.63606"	"0.65922045"	""	""
"10588505"	"1.81e-01"	"1.18e-03"	"-4.2167421"	"-0.63922"	"-0.91349714"	"Abhd14b"	"abhydrolase domain containing 14b"
"10566155"	"1.81e-01"	"1.19e-03"	"-4.213152"	"-0.64498"	"-0.95998091"	""	""
"10479981"	"1.81e-01"	"1.19e-03"	"-4.2124253"	"-0.64615"	"-0.56606558"	"Gata3"	"GATA binding protein 3"
"10457780"	"1.81e-01"	"1.20e-03"	"-4.2101433"	"-0.64981"	"-0.7276407"	"Garem"	"GRB2 associated, regulator of MAPK1"
"10503508"	"1.81e-01"	"1.20e-03"	"-4.2086269"	"-0.65225"	"-0.62524194"	"Ggh"	"gamma-glutamyl hydrolase"
"10503523"	"1.81e-01"	"1.20e-03"	"-4.2086269"	"-0.65225"	"-0.62524194"	"Ggh"	"gamma-glutamyl hydrolase"
"10359520"	"1.81e-01"	"1.20e-03"	"-4.2073267"	"-0.65433"	"-0.52799813"	"7420461P10Rik"	"RIKEN cDNA 7420461P10 gene"
"10493912"	"1.82e-01"	"1.22e-03"	"-4.2004024"	"-0.66546"	"-0.47485702"	"Crnn"	"cornulin"
"10343352"	"1.82e-01"	"1.23e-03"	"4.1964225"	"-0.67186"	"1.32256166"	""	""
"10466087"	"1.82e-01"	"1.23e-03"	"-4.1956572"	"-0.67309"	"-0.47579119"	"Tmem109"	"transmembrane protein 109"
"10596543"	"1.82e-01"	"1.23e-03"	"-4.1945521"	"-0.67486"	"-0.7047885"	"Rad54l2"	"RAD54 like 2 (S. cerevisiae)"
"10539921"	"1.82e-01"	"1.24e-03"	"-4.1908212"	"-0.68086"	"-0.45829912"	"4933427D06Rik"	"RIKEN cDNA 4933427D06 gene"
"10340492"	"1.82e-01"	"1.25e-03"	"-4.1860991"	"-0.68846"	"-0.54836483"	""	""
"10400143"	"1.82e-01"	"1.25e-03"	"-4.1854865"	"-0.68944"	"-0.52433252"	"Stxbp6"	"syntaxin binding protein 6 (amisyn)"
"10414970"	"1.82e-01"	"1.25e-03"	"-4.1844498"	"-0.69111"	"-0.56692403"	""	""
"10573939"	"1.82e-01"	"1.25e-03"	"-4.1843451"	"-0.69128"	"-0.53309918"	"Lpcat2"	"lysophosphatidylcholine acyltransferase 2"
"10584628"	"1.82e-01"	"1.26e-03"	"-4.1807541"	"-0.69706"	"-1.45121843"	"Thy1"	"thymus cell antigen 1, theta"
"10405662"	"1.82e-01"	"1.27e-03"	"-4.1792604"	"-0.69946"	"-0.36502887"	"Naa35"	"N(alpha)-acetyltransferase 35, NatC auxiliary subunit"
"10445867"	"1.83e-01"	"1.28e-03"	"-4.173963"	"-0.70799"	"-0.47049822"	"Plcl2"	"phospholipase C-like 2"
"10341048"	"1.84e-01"	"1.29e-03"	"-4.1697395"	"-0.7148"	"-0.55612161"	""	""
"10606333"	"1.85e-01"	"1.30e-03"	"-4.1651555"	"-0.72218"	"-0.85705587"	"Fndc3c1"	"fibronectin type III domain containing 3C1"
"10468560"	"1.86e-01"	"1.31e-03"	"-4.1592598"	"-0.73169"	"-0.38134632"	"Gm10755"	"predicted gene 10755"
"10340897"	"1.87e-01"	"1.33e-03"	"-4.1517039"	"-0.74387"	"-1.01553675"	""	""
"10374236"	"1.87e-01"	"1.33e-03"	"-4.1499701"	"-0.74667"	"-0.52266212"	"Upp1"	"uridine phosphorylase 1"
"10392369"	"1.87e-01"	"1.34e-03"	"-4.147389"	"-0.75084"	"-0.4242956"	"Cacng4"	"calcium channel, voltage-dependent, gamma subunit 4"
"10532711"	"1.87e-01"	"1.34e-03"	"-4.146056"	"-0.75299"	"-0.73726193"	"Cmklr1"	"chemokine-like receptor 1"
"10594855"	"1.88e-01"	"1.35e-03"	"-4.1434344"	"-0.75722"	"-0.47756685"	"Cgnl1"	"cingulin-like 1"
"10418027"	"1.88e-01"	"1.36e-03"	"-4.1389345"	"-0.76448"	"-0.41632888"	"Comtd1"	"catechol-O-methyltransferase domain containing 1"
"10545202"	"1.88e-01"	"1.36e-03"	"-4.1377689"	"-0.76637"	"-0.58618259"	""	""
"10441933"	"1.88e-01"	"1.38e-03"	"-4.1316924"	"-0.77618"	"-0.42022012"	"Gm3435///9030025P20Rik///Ermard///Rbmxl1"	"predicted gene 3435///RIKEN cDNA 9030025P20 gene///ER membrane associated RNA degradation///RNA binding motif protein, X-linked like-1"
"10360684"	"1.88e-01"	"1.38e-03"	"-4.1313347"	"-0.77676"	"-0.85421401"	"Ephx1"	"epoxide hydrolase 1, microsomal"
"10430645"	"1.88e-01"	"1.38e-03"	"-4.1313226"	"-0.77678"	"-0.68889833"	"D730005E14Rik"	"RIKEN cDNA D730005E14 gene"
"10466104"	"1.89e-01"	"1.40e-03"	"-4.1247662"	"-0.78738"	"-0.59060278"	"Ccdc86"	"coiled-coil domain containing 86"
"10588419"	"1.89e-01"	"1.40e-03"	"-4.1238914"	"-0.78879"	"-0.46696907"	"Aste1"	"asteroid homolog 1 (Drosophila)"
"10494262"	"1.91e-01"	"1.42e-03"	"-4.1170201"	"-0.79991"	"-0.90517524"	"Ctsk"	"cathepsin K"
"10567335"	"1.92e-01"	"1.43e-03"	"-4.1109485"	"-0.80973"	"-0.40221243"	"Gde1"	"glycerophosphodiester phosphodiesterase 1"
"10343328"	"1.92e-01"	"1.44e-03"	"-4.105898"	"-0.81791"	"-1.17188962"	""	""
"10590438"	"1.92e-01"	"1.44e-03"	"-4.1057217"	"-0.81819"	"-0.43557537"	"Fam198a"	"family with sequence similarity 198, member A"
"10409206"	"1.95e-01"	"1.47e-03"	"-4.0949524"	"-0.83563"	"-0.40347731"	"Pus7"	"pseudouridylate synthase 7"
"10599866"	"1.95e-01"	"1.47e-03"	"-4.0947008"	"-0.83604"	"-0.4201686"	"3830417A13Rik"	"RIKEN cDNA 3830417A13 gene"
"10546346"	"1.95e-01"	"1.49e-03"	"-4.0899164"	"-0.8438"	"-0.38692678"	"Chchd4"	"coiled-coil-helix-coiled-coil-helix domain containing 4"
"10537146"	"1.95e-01"	"1.49e-03"	"-4.0878871"	"-0.84709"	"-0.68207002"	"Akr1b8"	"aldo-keto reductase family 1, member B8"
"10471757"	"1.95e-01"	"1.49e-03"	"-4.0865461"	"-0.84926"	"-0.49914832"	"Olfr50"	"olfactory receptor 50"
"10567316"	"1.97e-01"	"1.53e-03"	"4.0736488"	"-0.87018"	"0.69090963"	"Tmc7"	"transmembrane channel-like gene family 7"
"10434925"	"1.97e-01"	"1.54e-03"	"-4.0705124"	"-0.87527"	"-0.3337103"	"Hes1"	"hairy and enhancer of split 1 (Drosophila)"
"10432767"	"1.97e-01"	"1.54e-03"	"-4.0699039"	"-0.87626"	"-0.5515286"	"Gm5478"	"predicted pseudogene 5478"
"10478949"	"1.97e-01"	"1.55e-03"	"-4.0676229"	"-0.87997"	"-0.60948956"	"Dok5"	"docking protein 5"
"10435793"	"1.97e-01"	"1.55e-03"	"-4.0666006"	"-0.88163"	"-0.38333938"	"Drd3"	"dopamine receptor D3"
"10602770"	"1.97e-01"	"1.56e-03"	"-4.0633255"	"-0.88694"	"-0.49739739"	""	""
"10404783"	"1.97e-01"	"1.57e-03"	"-4.061017"	"-0.89069"	"-0.46044094"	"Edn1"	"endothelin 1"
"10399648"	"1.97e-01"	"1.57e-03"	"-4.0596754"	"-0.89287"	"-0.38283251"	""	""
"10385153"	"1.97e-01"	"1.57e-03"	"-4.0590717"	"-0.89385"	"-0.40208503"	"Spdl1"	"spindle apparatus coiled-coil protein 1"
"10508800"	"1.97e-01"	"1.57e-03"	"-4.0579089"	"-0.89574"	"-0.75852918"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10573865"	"1.97e-01"	"1.57e-03"	"-4.0579089"	"-0.89574"	"-0.75852918"	"Gm42035///Gm3579"	"predicted gene, 42035///predicted gene 3579"
"10535849"	"1.97e-01"	"1.58e-03"	"4.0568917"	"-0.8974"	"0.37511624"	""	""
"10386123"	"1.99e-01"	"1.60e-03"	"-4.0496715"	"-0.90913"	"-0.38518855"	""	""
"10544442"	"1.99e-01"	"1.60e-03"	"-4.0481874"	"-0.91155"	"-0.41813901"	"Olfr455"	"olfactory receptor 455"
"10349603"	"2.00e-01"	"1.62e-03"	"-4.0419799"	"-0.92164"	"-0.59881543"	"Il10"	"interleukin 10"
"10402864"	"2.00e-01"	"1.62e-03"	"-4.0403523"	"-0.92429"	"-0.4717143"	"Igh-VX24///Ighm"	"immunoglobulin heavy chain (X24 family)///immunoglobulin heavy constant mu"
"10545731"	"2.00e-01"	"1.63e-03"	"-4.0389022"	"-0.92665"	"-0.66586016"	"Clec4f"	"C-type lectin domain family 4, member f"
"10569890"	"2.01e-01"	"1.64e-03"	"-4.0341517"	"-0.93438"	"-0.48874901"	"Aida"	"axin interactor, dorsalization associated"
"10599213"	"2.01e-01"	"1.65e-03"	"-4.0299998"	"-0.94114"	"-1.70113181"	""	""
"10417273"	"2.01e-01"	"1.66e-03"	"-4.0297032"	"-0.94162"	"-0.37637995"	"Esd"	"esterase D/formylglutathione hydrolase"
"10608136"	"2.01e-01"	"1.66e-03"	"-4.0284612"	"-0.94365"	"-0.58088938"	""	""
"10550931"	"2.03e-01"	"1.68e-03"	"-4.0230161"	"-0.95251"	"-0.47760531"	"Irgq"	"immunity-related GTPase family, Q"
"10565607"	"2.03e-01"	"1.69e-03"	"-4.0192708"	"-0.95862"	"-0.56658109"	""	""
"10343072"	"2.03e-01"	"1.69e-03"	"4.0192435"	"-0.95866"	"0.81416166"	""	""
"10354299"	"2.03e-01"	"1.69e-03"	"-4.017583"	"-0.96137"	"-0.42206132"	"Mettl21e"	"methyltransferase like 21E"
"10523111"	"2.04e-01"	"1.71e-03"	"-4.0128367"	"-0.9691"	"-0.36678665"	"5830473C10Rik"	"RIKEN cDNA 5830473C10 gene"
"10551273"	"2.04e-01"	"1.71e-03"	"-4.0113441"	"-0.97154"	"-0.48048002"	"Cyp2g1"	"cytochrome P450, family 2, subfamily g, polypeptide 1"
"10568968"	"2.04e-01"	"1.72e-03"	"-4.0070698"	"-0.97851"	"-0.48081286"	"Syce1"	"synaptonemal complex central element protein 1"
"10477250"	"2.04e-01"	"1.73e-03"	"-4.0055499"	"-0.98099"	"-0.49279724"	"Hck"	"hemopoietic cell kinase"
"10517081"	"2.04e-01"	"1.74e-03"	"4.0014357"	"-0.9877"	"0.56183304"	"Gm13213"	"predicted gene 13213"
"10360789"	"2.04e-01"	"1.75e-03"	"-3.999143"	"-0.99144"	"-0.37726017"	"Degs1"	"delta(4)-desaturase, sphingolipid 1"
"10479765"	"2.04e-01"	"1.75e-03"	"-3.9979192"	"-0.99343"	"-0.60978964"	"Suv39h2"	"suppressor of variegation 3-9 homolog 2 (Drosophila)"
"10497265"	"2.04e-01"	"1.76e-03"	"-3.9970232"	"-0.9949"	"-0.52762445"	"Fabp4"	"fatty acid binding protein 4, adipocyte"
"10500295"	"2.04e-01"	"1.76e-03"	"-3.9954135"	"-0.99752"	"-0.54304515"	"Plekho1///Tcf7"	"pleckstrin homology domain containing, family O member 1///transcription factor 7, T cell specific"
"10595900"	"2.04e-01"	"1.77e-03"	"-3.9926745"	"-1.002"	"-0.35237474"	"Mrps22"	"mitochondrial ribosomal protein S22"
"10360173"	"2.04e-01"	"1.77e-03"	"-3.9925272"	"-1.00224"	"-0.6577681"	"Slamf7"	"SLAM family member 7"
"10530832"	"2.04e-01"	"1.78e-03"	"-3.989703"	"-1.00685"	"-0.41407642"	"Noa1"	"nitric oxide associated 1"
"10596200"	"2.04e-01"	"1.79e-03"	"-3.9851976"	"-1.01421"	"-1.10735035"	"Tmem108"	"transmembrane protein 108"
"10340157"	"2.04e-01"	"1.80e-03"	"3.9830685"	"-1.01768"	"1.02539917"	""	""
"10496539"	"2.04e-01"	"1.80e-03"	"-3.9825759"	"-1.01849"	"-0.54137803"	"Gbp5"	"guanylate binding protein 5"
"10389738"	"2.04e-01"	"1.81e-03"	"-3.9811657"	"-1.02079"	"-0.36881544"	"Dgke"	"diacylglycerol kinase, epsilon"
"10528287"	"2.04e-01"	"1.81e-03"	"-3.9804247"	"-1.022"	"-0.51530008"	""	""
"10570018"	"2.04e-01"	"1.81e-03"	"3.9801528"	"-1.02245"	"0.82519236"	"Tnfsf13b"	"tumor necrosis factor (ligand) superfamily, member 13b"
"10458589"	"2.04e-01"	"1.81e-03"	"-3.9789496"	"-1.02441"	"-0.67223482"	"Prelid2"	"PRELI domain containing 2"
"10402394"	"2.04e-01"	"1.82e-03"	"-3.976538"	"-1.02835"	"-0.3556686"	"Serpina1d"	"serine (or cysteine) peptidase inhibitor, clade A, member 1D"
"10600249"	"2.04e-01"	"1.83e-03"	"-3.974231"	"-1.03212"	"-0.47249341"	"Plxnb3"	"plexin B3"
"10583508"	"2.04e-01"	"1.84e-03"	"-3.9718876"	"-1.03596"	"-0.4698472"	"Mrpl4"	"mitochondrial ribosomal protein L4"
"10342674"	"2.04e-01"	"1.84e-03"	"3.9712449"	"-1.03701"	"1.11426063"	""	""
"10569896"	"2.04e-01"	"1.84e-03"	"-3.9699256"	"-1.03916"	"-0.53466869"	"Cd209g"	"CD209g antigen"
"10491518"	"2.04e-01"	"1.85e-03"	"-3.9693989"	"-1.04002"	"-0.47490115"	""	""
"10427640"	"2.04e-01"	"1.85e-03"	"-3.968582"	"-1.04136"	"-0.34396493"	"Spef2"	"sperm flagellar 2"
"10492469"	"2.04e-01"	"1.86e-03"	"-3.9644918"	"-1.04805"	"-0.47520549"	"Mlf1"	"myeloid leukemia factor 1"
"10365559"	"2.08e-01"	"1.90e-03"	"-3.9520311"	"-1.06844"	"-0.63630305"	"Igf1"	"insulin-like growth factor 1"
"10504988"	"2.11e-01"	"1.94e-03"	"-3.9426204"	"-1.08385"	"-0.61269804"	"Olfr275"	"olfactory receptor 275"
"10498992"	"2.11e-01"	"1.95e-03"	"-3.9395843"	"-1.08883"	"-0.54856874"	"Tlr2"	"toll-like receptor 2"
"10482920"	"2.11e-01"	"1.95e-03"	"-3.9392734"	"-1.08934"	"-0.45137322"	"Cd302"	"CD302 antigen"
"10570280"	"2.11e-01"	"1.97e-03"	"3.9341679"	"-1.0977"	"0.52179663"	"F7"	"coagulation factor VII"
"10414001"	"2.11e-01"	"1.97e-03"	"-3.9326656"	"-1.10017"	"-0.48537129"	""	""
"10532616"	"2.11e-01"	"1.98e-03"	"-3.9318651"	"-1.10148"	"-0.49810165"	"Myo18b"	"myosin XVIIIb"
"10500345"	"2.11e-01"	"1.98e-03"	"3.9307433"	"-1.10332"	"1.08425122"	"Terc"	"telomerase RNA component"
"10425501"	"2.11e-01"	"1.99e-03"	"3.927534"	"-1.10858"	"0.49814027"	""	""
"10512136"	"2.11e-01"	"2.00e-03"	"-3.9260443"	"-1.11102"	"-0.33832228"	"Bag1"	"BCL2-associated athanogene 1"
"10596051"	"2.11e-01"	"2.00e-03"	"-3.9258267"	"-1.11138"	"-0.6841118"	"Slc35g2"	"solute carrier family 35, member G2"
"10369531"	"2.11e-01"	"2.00e-03"	"3.9256559"	"-1.11166"	"0.30030072"	"Tspan15"	"tetraspanin 15"
"10371970"	"2.12e-01"	"2.02e-03"	"3.9191526"	"-1.12233"	"0.45978428"	"Amdhd1"	"amidohydrolase domain containing 1"
"10403043"	"2.12e-01"	"2.02e-03"	"-3.9190664"	"-1.12247"	"-0.66388188"	"Ighv1-72///V165-D-J-C mu///Igh-VJ558///Ighm///Ighv1-53///Ighv1-62///Ighv1-72///LOC382693///V165-D-J-C mu///Igha///Igh-VJ558"	"immunoglobulin heavy variable 1-72///IgM variable region///immunoglobulin heavy chain (J558 family)///immunoglobulin heavy constant mu///immunoglobulin heavy variable 1-53///immunoglobulin heavy variable V1-62///immunoglobulin heavy variable 1-72///immunoglobulin heavy chain-like///IgM variable region///immunoglobulin heavy constant alpha///immunoglobulin heavy chain (J558 family)"
"10594244"	"2.12e-01"	"2.03e-03"	"-3.9168428"	"-1.12612"	"-0.6937177"	""	""
"10473187"	"2.12e-01"	"2.04e-03"	"-3.9147233"	"-1.12959"	"-0.50077858"	"Prdx6b"	"peroxiredoxin 6B"
"10341806"	"2.12e-01"	"2.04e-03"	"3.9146769"	"-1.12967"	"0.84388351"	""	""
"10447065"	"2.12e-01"	"2.04e-03"	"-3.9139381"	"-1.13088"	"-0.6351403"	"Rmdn2"	"regulator of microtubule dynamics 2"
"10496789"	"2.12e-01"	"2.05e-03"	"-3.9110356"	"-1.13565"	"-0.47624625"	"Lpar3"	"lysophosphatidic acid receptor 3"
"10608711"	"2.12e-01"	"2.07e-03"	"3.907081"	"-1.14214"	"0.54361108"	""	""
"10581493"	"2.12e-01"	"2.07e-03"	"3.9066224"	"-1.14289"	"0.34456407"	"Pdxp"	"pyridoxal (pyridoxine, vitamin B6) phosphatase"
"10588522"	"2.12e-01"	"2.07e-03"	"-3.9065956"	"-1.14294"	"-0.4957391"	"Rrp9"	"RRP9, small subunit (SSU) processome component, homolog (yeast)"
"10495530"	"2.12e-01"	"2.07e-03"	"-3.9053882"	"-1.14492"	"-0.40068823"	"Dph5"	"diphthamide biosynthesis 5"
"10480714"	"2.12e-01"	"2.09e-03"	"-3.9016618"	"-1.15104"	"-0.4309228"	"Uap1l1"	"UDP-N-acteylglucosamine pyrophosphorylase 1-like 1"
"10370552"	"2.12e-01"	"2.10e-03"	"-3.8987828"	"-1.15577"	"-0.4677782"	"Plpp2"	"phospholipid phosphatase 2"
"10383485"	"2.12e-01"	"2.11e-03"	"-3.8943937"	"-1.16298"	"-0.32880776"	"Gps1"	"G protein pathway suppressor 1"
"10537805"	"2.12e-01"	"2.12e-03"	"3.8935456"	"-1.16437"	"0.42548133"	"Olfr447"	"olfactory receptor 447"
"10404404"	"2.12e-01"	"2.13e-03"	"-3.8906596"	"-1.16912"	"-0.55610878"	"Foxf2"	"forkhead box F2"
"10501500"	"2.12e-01"	"2.13e-03"	"-3.8905086"	"-1.16937"	"-0.39422143"	"Amy2a2///Amy2b///Amy2a5"	"amylase 2a2///amylase 2b///amylase 2a5"
"10501511"	"2.12e-01"	"2.13e-03"	"-3.8905086"	"-1.16937"	"-0.39422143"	"Amy2a2///Amy2b///Amy2a5"	"amylase 2a2///amylase 2b///amylase 2a5"
"10501522"	"2.12e-01"	"2.13e-03"	"-3.8905086"	"-1.16937"	"-0.39422143"	"Amy2a2///Amy2b///Amy2a5"	"amylase 2a2///amylase 2b///amylase 2a5"
"10501533"	"2.12e-01"	"2.13e-03"	"-3.8905086"	"-1.16937"	"-0.39422143"	"Amy2a2///Amy2b///Amy2a5"	"amylase 2a2///amylase 2b///amylase 2a5"
"10556208"	"2.12e-01"	"2.13e-03"	"-3.8893617"	"-1.17125"	"-0.34430058"	"Akip1"	"A kinase (PRKA) interacting protein 1"
"10473496"	"2.12e-01"	"2.14e-03"	"-3.8882502"	"-1.17308"	"-0.53419367"	"Olfr1036"	"olfactory receptor 1036"
"10529445"	"2.12e-01"	"2.14e-03"	"-3.8872217"	"-1.17477"	"-0.42993258"	"Lrpap1"	"low density lipoprotein receptor-related protein associated protein 1"
"10600584"	"2.12e-01"	"2.15e-03"	"-3.8848501"	"-1.17867"	"-0.49567432"	""	""
"10558049"	"2.13e-01"	"2.19e-03"	"-3.8756379"	"-1.19382"	"-0.38514175"	"Plpp4"	"phospholipid phosphatase 4"
"10546710"	"2.13e-01"	"2.19e-03"	"-3.8749182"	"-1.195"	"-0.42929787"	"Shq1"	"SHQ1 homolog (S. cerevisiae)"
"10568502"	"2.13e-01"	"2.19e-03"	"-3.8747596"	"-1.19527"	"-0.42443442"	"Cuzd1"	"CUB and zona pellucida-like domains 1"
"10595404"	"2.13e-01"	"2.19e-03"	"-3.8739746"	"-1.19656"	"-0.46368813"	"Fam46a"	"family with sequence similarity 46, member A"
"10571065"	"2.13e-01"	"2.20e-03"	"-3.8737919"	"-1.19686"	"-0.33380476"	"Kcnu1"	"potassium channel, subfamily U, member 1"
"10528031"	"2.13e-01"	"2.20e-03"	"-3.8731793"	"-1.19787"	"-0.47101384"	"Zfp804b"	"zinc finger protein 804B"
"10368700"	"2.14e-01"	"2.21e-03"	"-3.8713244"	"-1.20092"	"-0.92852516"	"Mfsd4b3"	"major facilitator superfamily domain containing 4B3"
"10358531"	"2.15e-01"	"2.22e-03"	"-3.8675129"	"-1.20719"	"-0.44614961"	"Hmcn1"	"hemicentin 1"
"10392449"	"2.15e-01"	"2.23e-03"	"3.8642887"	"-1.2125"	"0.82500012"	"Wipi1"	"WD repeat domain, phosphoinositide interacting 1"
"10361007"	"2.16e-01"	"2.25e-03"	"-3.8605596"	"-1.21864"	"-0.37539361"	"Smyd2"	"SET and MYND domain containing 2"
"10340203"	"2.16e-01"	"2.26e-03"	"-3.858356"	"-1.22227"	"-0.54944913"	""	""
"10559816"	"2.18e-01"	"2.28e-03"	"-3.853151"	"-1.23084"	"-0.43848583"	"Tctex1d2"	"Tctex1 domain containing 2"
"10429607"	"2.19e-01"	"2.30e-03"	"-3.8489328"	"-1.23779"	"-0.40006909"	"Top1mt"	"DNA topoisomerase 1, mitochondrial"
"10523672"	"2.20e-01"	"2.32e-03"	"-3.8425965"	"-1.24824"	"-0.76267844"	""	""
"10458958"	"2.20e-01"	"2.33e-03"	"-3.8417176"	"-1.24969"	"-0.61830844"	""	""
"10398039"	"2.20e-01"	"2.33e-03"	"-3.8416361"	"-1.24982"	"-0.43193334"	"Serpina3f///Serpina3g"	"serine (or cysteine) peptidase inhibitor, clade A, member 3F///serine (or cysteine) peptidase inhibitor, clade A, member 3G"
